"Category","Subcategory","Enrichment","P-value","P-adjusted","Q-value","Observed","miRNAs/precursors"
"Annotations derived over miRTarBase (Gene Ontology)","translation repressor activity GO0030371","enriched","0.0166916","0.0166916","0.456712","6","hsa-miR-3184-5p; hsa-miR-125a-3p; hsa-miR-5572; hsa-miR-6088; hsa-miR-6802-5p; hsa-miR-3180"
"Annotations derived over miRTarBase (Gene Ontology)","ubiquitin-dependent protein catabolic process GO0006511","enriched","0.0166979","0.0166979","0.456712","28","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-6869-5p; hsa-miR-1228-5p; hsa-miR-8069; hsa-miR-5572; hsa-miR-4481; hsa-miR-1203; hsa-miR-6088; hsa-miR-7110-5p; hsa-miR-92b-5p; hsa-miR-4787-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-8073; hsa-miR-6857-5p; hsa-miR-128-1-5p; hsa-miR-6131; hsa-miR-4258; hsa-miR-4276; hsa-miR-6784-5p; hsa-miR-6746-5p; hsa-miR-6880-3p"
"Diseases (MNDR)","Nasopharynx carcinoma","enriched","0.0172975","0.0172975","0.309465","8","hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-1228-5p; hsa-miR-575; hsa-miR-1203; hsa-miR-92b-5p; hsa-miR-1469"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of telomerase activity GO0051973","enriched","0.017798","0.017798","0.456712","14","hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-6869-5p; hsa-miR-1228-5p; hsa-miR-6088; hsa-miR-1233-5p; hsa-miR-6857-5p; hsa-miR-4675; hsa-miR-663a; hsa-miR-1238-5p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","cysteine-type endopeptidase inhibitor activity involved in apoptotic process GO0043027","enriched","0.0178529","0.0178529","0.456712","4","hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-575; hsa-miR-6088"
"Annotations derived over miRTarBase (Gene Ontology)","detection of calcium ion GO0005513","enriched","0.0178529","0.0178529","0.456712","4","hsa-miR-3184-5p; hsa-miR-6869-5p; hsa-miR-575; hsa-miR-6088"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of blood coagulation GO0030195","enriched","0.0178529","0.0178529","0.456712","4","hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-4481; hsa-miR-6088"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of chemokine production GO0032722","enriched","0.0178529","0.0178529","0.456712","4","hsa-miR-1307-3p; hsa-miR-125a-3p; hsa-miR-6869-5p; hsa-miR-6088"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of protein K63-linked ubiquitination GO1902523","enriched","0.0178529","0.0178529","0.456712","4","hsa-miR-92a-2-5p; hsa-miR-6869-5p; hsa-miR-8069; hsa-miR-6088"
"Annotations derived over miRTarBase (Gene Ontology)","protein serinethreonine kinase binding GO0120283","enriched","0.0178529","0.0178529","0.456712","4","hsa-miR-4732-5p; hsa-miR-4481; hsa-miR-575; hsa-miR-6088"
"Pathways (KEGG)","Arginine biosynthesis","enriched","0.0178529","0.0178529","0.338134","4","hsa-miR-125a-3p; hsa-miR-4481; hsa-miR-4783-3p; hsa-miR-6088"
"Target genes (miRTarBase)","PRRC2B","enriched","0.0178529","0.0178529","0.384805","4","hsa-miR-3184-5p; hsa-miR-92a-2-5p; hsa-miR-5572; hsa-miR-6088"
"Interactions (NPInter)","KDELR1","enriched","0.0178529","0.0178529","0.200071","4","hsa-miR-3184-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-6088"
"Interactions (NPInter)","h19","enriched","0.0178529","0.0178529","0.200071","4","hsa-miR-3184-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-6088"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of cellular senescence GO2000773","enriched","0.018152","0.018152","0.456712","10","hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-6869-5p; hsa-miR-1228-5p; hsa-miR-8069; hsa-miR-6088; hsa-miR-6857-5p; hsa-miR-1343-3p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","cellular response to ionizing radiation GO0071479","enriched","0.0193566","0.0193566","0.456712","19","hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-5572; hsa-miR-575; hsa-miR-1203; hsa-miR-6787-5p; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-4787-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-8073; hsa-miR-663a; hsa-miR-4706; hsa-miR-4276; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","protein tyrosine kinase activity GO0004713","enriched","0.0193566","0.0193566","0.456712","19","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-6869-5p; hsa-miR-5572; hsa-miR-6787-5p; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-92b-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-8073; hsa-miR-6131; hsa-miR-663a; hsa-miR-4258; hsa-miR-1343-3p"
"Annotations derived over miRTarBase (Gene Ontology)","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay GO0000184","enriched","0.0194194","0.0194194","0.456712","6","hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-575; hsa-miR-1203; hsa-miR-1233-5p"
"Annotations derived over miRTarBase (Gene Ontology)","ciliary tip GO0097542","enriched","0.0194425","0.0194425","0.456712","5","hsa-miR-3184-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-5572; hsa-miR-4276"
"Annotations derived over miRTarBase (Gene Ontology)","cyclin D1-CDK4 complex GO0097128","enriched","0.0194425","0.0194425","0.456712","5","hsa-miR-1307-3p; hsa-miR-125a-3p; hsa-miR-8069; hsa-miR-5572; hsa-miR-3940-5p"
"Annotations derived over miRTarBase (Gene Ontology)","humoral immune response GO0006959","enriched","0.0194425","0.0194425","0.456712","5","hsa-miR-1307-3p; hsa-miR-125a-3p; hsa-miR-575; hsa-miR-6088; hsa-miR-92b-5p"
"Annotations derived over miRTarBase (Gene Ontology)","mitotic sister chromatid cohesion, centromeric GO0071962","enriched","0.0194425","0.0194425","0.456712","5","hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-5572; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","protein K11-linked ubiquitination GO0070979","enriched","0.0194425","0.0194425","0.456712","5","hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-1228-5p; hsa-miR-5572; hsa-miR-4675"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of JNK cascade GO0046328","enriched","0.0194425","0.0194425","0.456712","5","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-5572; hsa-miR-3180"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of protein localization to plasma membrane GO1903076","enriched","0.0194425","0.0194425","0.456712","5","hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-5572; hsa-miR-6746-5p"
"Target genes (miRTarBase)","HDGF","enriched","0.0194425","0.0194425","0.384805","5","hsa-miR-3184-5p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-5572; hsa-miR-1233-5p"
"Published Diseases","colon cancer deregulated","enriched","0.0194425","0.0194425","0.320648","5","hsa-miR-1307-3p; hsa-miR-125a-3p; hsa-miR-1228-5p; hsa-miR-1203; hsa-miR-92b-5p"
"Annotations derived over miRTarBase (Gene Ontology)","sequence-specific DNA binding GO0043565","depleted","0.0195612","0.0195612","0.456712","28","hsa-miR-3184-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-6869-5p; hsa-miR-5572; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-4787-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-8073; hsa-miR-1469; hsa-miR-6857-5p; hsa-miR-128-1-5p; hsa-miR-3940-5p; hsa-miR-4675; hsa-miR-6131; hsa-miR-663a; hsa-miR-4258; hsa-miR-4734; hsa-miR-4706; hsa-miR-1343-3p; hsa-miR-4276; hsa-miR-6746-5p; hsa-miR-6880-3p"
"Annotations derived over miRTarBase (Gene Ontology)","G protein-coupled receptor internalization GO0002031","enriched","0.0197322","0.0197322","0.456712","4","hsa-miR-3184-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-6857-5p"
"Annotations derived over miRTarBase (Gene Ontology)","L-methionine salvage from methylthioadenosine GO0019509","enriched","0.0197322","0.0197322","0.456712","4","hsa-miR-1307-3p; hsa-miR-4730; hsa-miR-125a-3p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","acute-phase response GO0006953","enriched","0.0197322","0.0197322","0.456712","4","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-125a-3p; hsa-miR-663a"
"Annotations derived over miRTarBase (Gene Ontology)","adult behavior GO0030534","enriched","0.0197322","0.0197322","0.456712","4","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-125a-3p; hsa-miR-128-1-5p"
"Annotations derived over miRTarBase (Gene Ontology)","angiotensin receptor binding GO0031701","enriched","0.0197322","0.0197322","0.456712","4","hsa-miR-3184-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-6857-5p"
"Annotations derived over miRTarBase (Gene Ontology)","locomotor rhythm GO0045475","enriched","0.0197322","0.0197322","0.456712","4","hsa-miR-3184-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-3180"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of leukocyte chemotaxis GO0002690","enriched","0.0197322","0.0197322","0.456712","4","hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-6880-3p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of protein autoubiquitination GO1902499","enriched","0.0197322","0.0197322","0.456712","4","hsa-miR-3184-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-3180"
"Annotations derived over miRTarBase (Gene Ontology)","sodium ion transport GO0006814","enriched","0.0197322","0.0197322","0.456712","4","hsa-miR-3184-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-1343-3p"
"Annotations derived over miRTarBase (Gene Ontology)","synaptic receptor adaptor activity GO0030160","enriched","0.0197322","0.0197322","0.456712","4","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-125a-3p; hsa-miR-128-1-5p"
"Annotations derived over miRTarBase (Gene Ontology)","vocalization behavior GO0071625","enriched","0.0197322","0.0197322","0.456712","4","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-125a-3p; hsa-miR-128-1-5p"
"Target genes (miRTarBase)","MTA1","enriched","0.0197322","0.0197322","0.384805","4","hsa-miR-3184-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-3180"
"Diseases (MNDR)","Rheumatoid arthritis","enriched","0.0197322","0.0197322","0.309465","4","hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-125a-3p; hsa-miR-663a"
"Interactions (NPInter)","ALKBH5","enriched","0.0197322","0.0197322","0.200071","4","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-125a-3p; hsa-miR-1469"
"Interactions (NPInter)","DYRK1A","enriched","0.0197322","0.0197322","0.200071","4","hsa-miR-3184-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-663a"
"Pathways (KEGG)","Pentose phosphate pathway","enriched","0.0199338","0.0199338","0.338134","13","hsa-miR-3184-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-6869-5p; hsa-miR-4481; hsa-miR-6088; hsa-miR-92b-5p; hsa-miR-4787-5p; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-6131; hsa-miR-4687-5p"
"Annotations derived over miRTarBase (Gene Ontology)","Schwann cell proliferation GO0014010","enriched","0.020155","0.020155","0.456712","3","hsa-miR-3184-5p; hsa-miR-1228-5p; hsa-miR-4783-3p"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of myoblast differentiation GO0045662","depleted","0.020155","0.020155","0.456712","3","hsa-miR-663a; hsa-miR-4276; hsa-miR-4687-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of lipid kinase activity GO0090218","depleted","0.020155","0.020155","0.456712","3","hsa-miR-663a; hsa-miR-1343-3p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","protein targeting to lysosome GO0006622","enriched","0.020155","0.020155","0.456712","3","hsa-miR-1307-3p; hsa-miR-125a-3p; hsa-miR-4783-3p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of gliogenesis GO0014013","enriched","0.020155","0.020155","0.456712","3","hsa-miR-3184-5p; hsa-miR-1228-5p; hsa-miR-4783-3p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of protein complex stability GO0061635","enriched","0.020155","0.020155","0.456712","3","hsa-miR-1307-3p; hsa-miR-8069; hsa-miR-4783-3p"
"Annotations derived over miRTarBase (Gene Ontology)","termination of RNA polymerase II transcription GO0006369","enriched","0.020155","0.020155","0.456712","3","hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4783-3p"
"Annotations derived over miRTarBase (Gene Ontology)","very-low-density lipoprotein particle GO0034361","enriched","0.020155","0.020155","0.456712","3","hsa-miR-125a-3p; hsa-miR-6869-5p; hsa-miR-4783-3p"
"Target genes (miRTarBase)","NF2","enriched","0.020155","0.020155","0.384805","3","hsa-miR-3184-5p; hsa-miR-1228-5p; hsa-miR-4783-3p"
"Annotations derived over miRTarBase (Gene Ontology)","histone deacetylase binding GO0042826","enriched","0.0205283","0.0205283","0.456712","30","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-6869-5p; hsa-miR-8069; hsa-miR-5572; hsa-miR-4481; hsa-miR-4783-3p; hsa-miR-575; hsa-miR-1203; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-8073; hsa-miR-6857-5p; hsa-miR-3940-5p; hsa-miR-6131; hsa-miR-663a; hsa-miR-4258; hsa-miR-1238-5p; hsa-miR-4706; hsa-miR-1343-3p; hsa-miR-4276; hsa-miR-4687-5p"
"Pathways (KEGG)","Alzheimer disease","enriched","0.0205283","0.0205283","0.338134","30","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-4730; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-6869-5p; hsa-miR-5572; hsa-miR-4481; hsa-miR-4783-3p; hsa-miR-575; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-7110-5p; hsa-miR-92b-5p; hsa-miR-4787-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-8073; hsa-miR-6857-5p; hsa-miR-128-1-5p; hsa-miR-4675; hsa-miR-6131; hsa-miR-663a; hsa-miR-4258; hsa-miR-1343-3p; hsa-miR-4276; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","histone modification GO0016570","enriched","0.0210488","0.0210488","0.456712","9","hsa-miR-3184-5p; hsa-miR-92a-2-5p; hsa-miR-5572; hsa-miR-4481; hsa-miR-575; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-4675; hsa-miR-663a"
"Annotations derived over miRTarBase (Gene Ontology)","late endosome membrane GO0031902","enriched","0.0210488","0.0210488","0.456712","9","hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-575; hsa-miR-7110-5p; hsa-miR-1233-5p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of mitochondrion organization GO0010821","enriched","0.0210488","0.0210488","0.456712","9","hsa-miR-3184-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-8069; hsa-miR-4481; hsa-miR-1203; hsa-miR-6088; hsa-miR-1233-5p; hsa-miR-1238-5p"
"Pathways (KEGG)","RIG-I-like receptor signaling pathway","enriched","0.0210488","0.0210488","0.338134","9","hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-6869-5p; hsa-miR-5572; hsa-miR-575; hsa-miR-6088; hsa-miR-6805-5p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","acylglycerol O-acyltransferase activity GO0016411","depleted","0.0212121","0.0212121","0.456712","2","hsa-miR-1343-3p; hsa-miR-4687-5p"
"Annotations derived over miRTarBase (Gene Ontology)","acylglycerol acyl-chain remodeling GO0036155","depleted","0.0212121","0.0212121","0.456712","2","hsa-miR-1343-3p; hsa-miR-4687-5p"
"Annotations derived over miRTarBase (Gene Ontology)","amino acid metabolic process GO0006520","depleted","0.0212121","0.0212121","0.456712","2","hsa-miR-1343-3p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","arsenite methyltransferase activity GO0030791","depleted","0.0212121","0.0212121","0.456712","2","hsa-miR-1343-3p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","arsonoacetate metabolic process GO0018872","depleted","0.0212121","0.0212121","0.456712","2","hsa-miR-1343-3p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","attachment of mitotic spindle microtubules to kinetochore GO0051315","depleted","0.0212121","0.0212121","0.456712","2","hsa-miR-1343-3p; hsa-miR-4276"
"Annotations derived over miRTarBase (Gene Ontology)","blood vessel morphogenesis GO0048514","depleted","0.0212121","0.0212121","0.456712","2","hsa-miR-1343-3p; hsa-miR-4687-5p"
"Annotations derived over miRTarBase (Gene Ontology)","cellular response to dithiothreitol GO0072721","depleted","0.0212121","0.0212121","0.456712","2","hsa-miR-1343-3p; hsa-miR-6784-5p"
"Annotations derived over miRTarBase (Gene Ontology)","cellular response to mycotoxin GO0036146","depleted","0.0212121","0.0212121","0.456712","2","hsa-miR-1343-3p; hsa-miR-6784-5p"
"Annotations derived over miRTarBase (Gene Ontology)","diolein transacylation activity GO0051265","depleted","0.0212121","0.0212121","0.456712","2","hsa-miR-1343-3p; hsa-miR-4687-5p"
"Annotations derived over miRTarBase (Gene Ontology)","glucosylceramidase activity GO0004348","enriched","0.0212121","0.0212121","0.456712","2","hsa-miR-125a-3p; hsa-miR-4648"
"Annotations derived over miRTarBase (Gene Ontology)","glucosylceramide catabolic process GO0006680","enriched","0.0212121","0.0212121","0.456712","2","hsa-miR-125a-3p; hsa-miR-4648"
"Annotations derived over miRTarBase (Gene Ontology)","glycerophospholipid metabolic process GO0006650","depleted","0.0212121","0.0212121","0.456712","2","hsa-miR-1343-3p; hsa-miR-4687-5p"
"Annotations derived over miRTarBase (Gene Ontology)","histone H3K36 demethylase activity GO0051864","depleted","0.0212121","0.0212121","0.456712","2","hsa-miR-1343-3p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","lipoprotein lipase activity GO0004465","depleted","0.0212121","0.0212121","0.456712","2","hsa-miR-1343-3p; hsa-miR-4687-5p"
"Annotations derived over miRTarBase (Gene Ontology)","long-chain fatty acyl-CoA binding GO0036042","depleted","0.0212121","0.0212121","0.456712","2","hsa-miR-1343-3p; hsa-miR-4687-5p"
"Annotations derived over miRTarBase (Gene Ontology)","methylarsonite methyltransferase activity GO0030792","depleted","0.0212121","0.0212121","0.456712","2","hsa-miR-1343-3p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","mono-olein transacylation activity GO0051264","depleted","0.0212121","0.0212121","0.456712","2","hsa-miR-1343-3p; hsa-miR-4687-5p"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of astrocyte differentiation GO0048712","depleted","0.0212121","0.0212121","0.456712","2","hsa-miR-1343-3p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of proteolysis GO0045861","depleted","0.0212121","0.0212121","0.456712","2","hsa-miR-1343-3p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","neutrophil-mediated killing of gram-negative bacterium GO0070945","depleted","0.0212121","0.0212121","0.456712","2","hsa-miR-1343-3p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of chromatin binding GO0035563","depleted","0.0212121","0.0212121","0.456712","2","hsa-miR-1343-3p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of mitophagy GO1901526","depleted","0.0212121","0.0212121","0.456712","2","hsa-miR-1343-3p; hsa-miR-6784-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of phospholipase C-activating G protein-coupled receptor signaling pathway GO1900738","depleted","0.0212121","0.0212121","0.456712","2","hsa-miR-1343-3p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","scavenger receptor binding GO0005124","enriched","0.0212121","0.0212121","0.456712","2","hsa-miR-125a-3p; hsa-miR-4648"
