Score,Name,Disease categories,# Total Genes,# Matched Genes,Matched Genes (Symbols),Evidence URL,Genetic Associations,Matched Genes for Genetic Associations,Diferentially Expressed Genes in Tissue Samples,Genes Matched to Differentially Expressed Genes
1.71,Type 1 Diabetes Mellitus,"Endocrine diseases, Immune diseases, Metabolic diseases, Genetic diseases, Rare diseases",147,2,"CXCL8, TNF",https://www.malacards.org/card/type_1_diabetes_mellitus,,,,
1.71,Age Related Macular Degeneration,"Neuronal diseases, Blood diseases, Eye diseases, Genetic diseases",154,2,"CXCL8, TNF",https://www.malacards.org/card/age_related_macular_degeneration,,,,
1.71,Lynch Syndrome,"Gastrointestinal diseases, Reproductive diseases, Cancer diseases, Genetic diseases, Rare diseases",156,2,"CDH1, GREM1",https://www.malacards.org/card/lynch_syndrome,,,,
1.70,Kallmann Syndrome,"Endocrine diseases, Reproductive diseases, Rare diseases",151,2,"PLXNA3, SOX9",https://www.malacards.org/card/kallmann_syndrome,,,,
1.70,Head And Neck Cancer,"Endocrine diseases, Oral diseases, Smell/Taste diseases, Cancer diseases, Rare diseases",166,2,"CDH1, SNAI1",https://www.malacards.org/card/head_and_neck_cancer,,,,
1.70,Muscular Dystrophy,"Neuronal diseases, Oral diseases, Muscle diseases, Respiratory diseases, Cardiovascular diseases, Genetic diseases, Rare diseases",225,2,"MMP2, TNF",https://www.malacards.org/card/muscular_dystrophy,,,,
1.69,Esophagus Squamous Cell Carcinoma,"Gastrointestinal diseases, Skin diseases, Cancer diseases, Rare diseases",47,1,POU3F3,https://www.malacards.org/card/esophagus_squamous_cell_carcinoma,Risk factor,POU3F3,,
1.69,"Muscular Dystrophy, Becker Type","Neuronal diseases, Muscle diseases, Genetic diseases, Rare diseases",219,3,"CCN2, IGFBP5, MMP2",https://www.malacards.org/card/muscular_dystrophy_becker_type,,,Skeletal Muscle,"CCN2, IGFBP5, MMP2"
1.69,Autosomal Dominant Polycystic Kidney Disease,"Nephrological diseases, Liver diseases, Endocrine diseases, Reproductive diseases, Genetic diseases, Rare diseases",163,2,"CDH1, CDH2",https://www.malacards.org/card/autosomal_dominant_polycystic_kidney_disease,,,,
1.69,Behcet Syndrome,"Bone diseases, Neuronal diseases, Nephrological diseases, Skin diseases, Immune diseases, Eye diseases, Cardiovascular diseases, Rare diseases",165,2,"TNF, CXCL8",https://www.malacards.org/card/behcet_syndrome,,,,
1.69,Basal Cell Carcinoma,"Skin diseases, Mental diseases, Respiratory diseases, Cancer diseases, Genetic diseases, Rare diseases",168,2,"TNF, CDH1",https://www.malacards.org/card/basal_cell_carcinoma,,,,
1.69,Celiac Disease,"Gastrointestinal diseases, Immune diseases, Genetic diseases, Rare diseases",175,2,"CDH1, TNF",https://www.malacards.org/card/celiac_disease,,,,
1.69,"Dermatitis, Atopic","Neuronal diseases, Skin diseases, Immune diseases, Genetic diseases",178,2,"TNF, CXCL8",https://www.malacards.org/card/dermatitis_atopic,,,,
1.69,Follicular Lymphoma,"Blood diseases, Immune diseases, Cancer diseases, Rare diseases",321,2,"BMI1, TNF",https://www.malacards.org/card/follicular_lymphoma,,,Intestine,TNF
1.68,Chronic Kidney Disease,"Nephrological diseases, Blood diseases, Genetic diseases",170,2,"TNF, CCN2",https://www.malacards.org/card/chronic_kidney_disease,,,,
1.68,Vascular Disease,"Neuronal diseases, Blood diseases, Cardiovascular diseases, Rare diseases",174,2,"MMP2, TNF",https://www.malacards.org/card/vascular_disease,,,,
1.67,Primary Biliary Cholangitis,"Gastrointestinal diseases, Liver diseases, Immune diseases, Genetic diseases, Rare diseases",166,2,"TNF, CXCL8",https://www.malacards.org/card/primary_biliary_cholangitis,,,,
1.67,Combined Immunodeficiency,"Blood diseases, Immune diseases, Rare diseases",179,2,"TNF, NIPAL1",https://www.malacards.org/card/combined_immunodeficiency,,,,
1.67,Prader-Willi Syndrome,"Neuronal diseases, Endocrine diseases, Reproductive diseases, Genetic diseases, Rare diseases, Fetal diseases",183,2,"TNF, GREM1",https://www.malacards.org/card/prader_willi_syndrome,,,,
1.67,Glioblastoma,"Neuronal diseases, Cancer diseases, Rare diseases",340,2,"MMP2, CDH1",https://www.malacards.org/card/glioblastoma,,,,
1.66,Hereditary Breast Ovarian Cancer Syndrome,"Reproductive diseases, Cancer diseases, Genetic diseases, Rare diseases",160,2,"CDH1, GREM1",https://www.malacards.org/card/hereditary_breast_ovarian_cancer_syndrome,,,,
1.65,West Syndrome,"Neuronal diseases, Mental diseases, Metabolic diseases, Rare diseases",171,2,"SNAP25, GABRB1",https://www.malacards.org/card/west_syndrome,,,,
1.65,"Hypertension, Essential","Nephrological diseases, Blood diseases, Reproductive diseases, Mental diseases, Cardiovascular diseases, Cancer diseases, Genetic diseases, Rare diseases",196,2,"SLC9A3, TNF",https://www.malacards.org/card/hypertension_essential,,,,
1.65,Chromophobe Renal Cell Carcinoma,"Nephrological diseases, Cancer diseases, Rare diseases",410,3,"ADCYAP1, CCN2, CDH1",https://www.malacards.org/card/chromophobe_renal_cell_carcinoma,,,Kidney,"ADCYAP1, CCN2"
1.64,Nephrotic Syndrome,"Nephrological diseases, Blood diseases, Immune diseases, Mental diseases, Genetic diseases, Rare diseases",171,2,"CXCL8, TNF",https://www.malacards.org/card/nephrotic_syndrome,,,,
1.64,Hirschsprung Disease 1,"Neuronal diseases, Gastrointestinal diseases, Muscle diseases, Genetic diseases, Rare diseases, Fetal diseases",192,2,"SOX9, ADCYAP1",https://www.malacards.org/card/hirschsprung_disease_1,,,,
1.64,Tetralogy Of Fallot,"Blood diseases, Respiratory diseases, Cardiovascular diseases, Genetic diseases, Rare diseases, Fetal diseases",204,2,"CCDC39, SOX9",https://www.malacards.org/card/tetralogy_of_fallot,,,,
1.63,Cerebral Palsy,"Neuronal diseases, Muscle diseases, Rare diseases",200,2,"CXCL8, TNF",https://www.malacards.org/card/cerebral_palsy,,,,
1.63,Noonan Syndrome 1,"Bone diseases, Neuronal diseases, Nephrological diseases, Skin diseases, Endocrine diseases, Reproductive diseases, Mental diseases, Eye diseases, Cardiovascular diseases, Ear diseases, Genetic diseases, Rare diseases, Fetal diseases",213,2,"TBK1, CCBE1",https://www.malacards.org/card/noonan_syndrome_1,,,,
1.63,Osteochondrodysplasia,"Bone diseases, Rare diseases",225,2,"SOX6, SOX9",https://www.malacards.org/card/osteochondrodysplasia,,,,
1.63,Congenital Stationary Night Blindness,"Neuronal diseases, Mental diseases, Eye diseases, Genetic diseases, Rare diseases",133,1,CABP4,https://www.malacards.org/card/congenital_stationary_night_blindness,Causative mutation,CABP4,,
1.63,Neuroblastoma 1,"Neuronal diseases, Endocrine diseases, Cancer diseases, Genetic diseases, Rare diseases, Fetal diseases",876,4,"TNF, SNAI1, IGFBP5, JUNB",https://www.malacards.org/card/neuroblastoma_1,,,Blood,"IGFBP5, JUNB, SNAI1, TNF"
1.62,Agammaglobulinemia,"Blood diseases, Immune diseases, Cancer diseases, Infectious diseases, Genetic diseases, Rare diseases",171,2,"NOTCH2NLA, TNF",https://www.malacards.org/card/agammaglobulinemia,,,Blood,NOTCH2NLA
1.62,"Cleft Palate, Isolated","Oral diseases, Ear diseases, Rare diseases, Fetal diseases",220,2,"SOX9, SMAD3",https://www.malacards.org/card/cleft_palate_isolated,,,,
1.61,Cone Dystrophy,"Neuronal diseases, Eye diseases, Genetic diseases, Rare diseases",139,1,CABP4,https://www.malacards.org/card/cone_dystrophy,Causative mutation,CABP4,,
1.61,Epilepsy,"Neuronal diseases, Immune diseases, Genetic diseases, Rare diseases",350,2,"SLC38A2, PRNP",https://www.malacards.org/card/epilepsy,,,,
1.60,Premature Menopause,"Endocrine diseases, Reproductive diseases",219,2,"TNF, SOX9",https://www.malacards.org/card/premature_menopause,,,,
1.60,Scoliosis,"Bone diseases, Rare diseases",239,2,"SOX9, SMAD3",https://www.malacards.org/card/scoliosis,,,,
1.60,Acute Promyelocytic Leukemia,"Blood diseases, Cancer diseases, Genetic diseases, Rare diseases",249,2,"CXCL8, TNF",https://www.malacards.org/card/acute_promyelocytic_leukemia,,,,
1.60,"Leukemia, Chronic Myeloid","Blood diseases, Immune diseases, Cancer diseases, Genetic diseases, Rare diseases",253,2,"BMI1, JUNB",https://www.malacards.org/card/leukemia_chronic_myeloid,,,,
1.59,Colorectal Adenoma,"Gastrointestinal diseases, Endocrine diseases, Cancer diseases",391,2,"GREM1, CDH1",https://www.malacards.org/card/colorectal_adenoma,,,,
1.58,Human Immunodeficiency Virus Type 1,"Immune diseases, Infectious diseases, Genetic diseases",400,3,"CXCL8, SNAP25, SMARCC1",https://www.malacards.org/card/human_immunodeficiency_virus_type_1,,,"Blood, Brain","CXCL8, SMARCC1, SNAP25"
1.58,Deficiency Anemia,"Blood diseases, Immune diseases, Respiratory diseases",281,2,"EGLN1, TNF",https://www.malacards.org/card/deficiency_anemia,,,,
1.56,Immune Deficiency Disease,"Blood diseases, Immune diseases, Infectious diseases, Rare diseases",309,2,"TBK1, TNF",https://www.malacards.org/card/immune_deficiency_disease,,,,
1.55,Inherited Cancer-Predisposing Syndrome,"Cancer diseases, Rare diseases",119,1,CDH1,https://www.malacards.org/card/inherited_cancer_predisposing_syndrome,Causative mutation,CDH1,,
1.55,Influenza,"Respiratory diseases, Infectious diseases, Genetic diseases",473,3,"CCN2, CABP4, SEPTIN4",https://www.malacards.org/card/influenza,,,Blood,"CABP4, CCN2, SEPTIN4"
1.54,Hereditary Breast Cancer,"Skin diseases, Reproductive diseases, Immune diseases, Cancer diseases, Genetic diseases, Rare diseases",10,1,CDH1,https://www.malacards.org/card/hereditary_breast_cancer,Unconfirmed association,CDH1,,
1.54,Leigh Syndrome,"Neuronal diseases, Endocrine diseases, Eye diseases, Metabolic diseases, Genetic diseases, Rare diseases",294,2,"TNF, TMEM70",https://www.malacards.org/card/leigh_syndrome_nuclear_dna_mutation,,,,
1.54,Usher Syndrome,"Eye diseases, Ear diseases, Genetic diseases, Rare diseases, Fetal diseases",203,1,CABP4,https://www.malacards.org/card/usher_syndrome,Causative mutation,CABP4,,
1.50,Maxillary Sinus Cholesteatoma,"Skin diseases, Respiratory diseases",1,1,TNF,https://www.malacards.org/card/maxillary_sinus_cholesteatoma,,,,
1.50,Acute Gonococcal Salpingitis,Reproductive diseases,2,1,TNF,https://www.malacards.org/card/acute_gonococcal_salpingitis,,,,
1.50,Hennekam Lymphangiectasia-Lymphedema Syndrome 3,"Gastrointestinal diseases, Immune diseases, Genetic diseases",2,1,CCBE1,https://www.malacards.org/card/hennekam_lymphangiectasia_lymphedema_syndrome_3,,,,
1.50,Goblet Cell Carcinoma,"Neuronal diseases, Gastrointestinal diseases, Endocrine diseases, Cancer diseases, Rare diseases",2,1,CDH1,https://www.malacards.org/card/goblet_cell_carcinoma,,,,
1.50,"Glaucoma 1, Open Angle, P","Neuronal diseases, Eye diseases, Genetic diseases, Rare diseases",2,1,TBK1,https://www.malacards.org/card/glaucoma_1_open_angle_p,,,,
1.50,Euryblepharon,"Eye diseases, Rare diseases, Fetal diseases",2,1,CDH1,https://www.malacards.org/card/euryblepharon,,,,
1.50,Acute Gonococcal Prostatitis,Reproductive diseases,2,1,CXCL8,https://www.malacards.org/card/acute_gonococcal_prostatitis,,,,
1.50,Cholesteatoma Of External Ear,"Skin diseases, Ear diseases",2,1,CXCL8,https://www.malacards.org/card/cholesteatoma_of_external_ear,,,,
1.50,Chest Wall Bone Cancer,"Bone diseases, Cancer diseases",3,1,CXCL8,https://www.malacards.org/card/chest_wall_bone_cancer,,,,
1.50,Ovarian Stromal Hyperthecosis,"Endocrine diseases, Reproductive diseases",3,1,CDH1,https://www.malacards.org/card/ovarian_stromal_hyperthecosis,,,,
1.50,"1,4-Phenylenediamine Allergic Contact Dermatitis","Skin diseases, Immune diseases",4,1,TNF,https://www.malacards.org/card/14_phenylenediamine_allergic_contact_dermatitis,,,,
1.50,Blessig'S Cysts,"Neuronal diseases, Eye diseases",4,1,GTPBP1,https://www.malacards.org/card/blessigs_cysts,,,,
1.50,Inflammatory Bowel Disease 21,"Blood diseases, Gastrointestinal diseases, Immune diseases, Infectious diseases, Genetic diseases, Rare diseases",4,1,TNF,https://www.malacards.org/card/inflammatory_bowel_disease_21,,,,
1.50,Mycobacterium Chelonae,Rare diseases,4,1,CXCL8,https://www.malacards.org/card/mycobacterium_chelonae,,,,
1.50,Hereditary Periodic Fever Syndrome,"Bone diseases, Blood diseases, Skin diseases, Immune diseases, Muscle diseases, Eye diseases, Genetic diseases, Rare diseases",4,1,TNF,https://www.malacards.org/card/hereditary_periodic_fever_syndrome,,,,
1.50,Osteochondroma,"Bone diseases, Neuronal diseases, Cancer diseases, Genetic diseases, Rare diseases",5,1,SOX6,https://www.malacards.org/card/osteochondroma,,,,
1.50,"Polyposis Syndrome, Hereditary Mixed, 2","Gastrointestinal diseases, Cancer diseases, Genetic diseases, Rare diseases",5,1,GREM1,https://www.malacards.org/card/polyposis_syndrome_hereditary_mixed_2,,,,
1.50,"Trichothiodystrophy 2, Photosensitive","Neuronal diseases, Reproductive diseases, Mental diseases, Genetic diseases",5,1,GABRB1,https://www.malacards.org/card/trichothiodystrophy_2_photosensitive,,,,
1.50,Maple Bark Strippers' Lung,"Immune diseases, Respiratory diseases, Infectious diseases",5,1,TNF,https://www.malacards.org/card/maple_bark_strippers_lung,,,,
1.50,Facial Dermatosis,Skin diseases,6,1,TNF,https://www.malacards.org/card/facial_dermatosis,,,,
1.50,Pouchitis,"Gastrointestinal diseases, Rare diseases",6,1,TNF,https://www.malacards.org/card/pouchitis,,,,
1.50,Ascaridiasis,Infectious diseases,6,1,SLC9A3,https://www.malacards.org/card/ascaridiasis,,,,
1.50,Keloid Disorder,Skin diseases,6,1,SMAD3,https://www.malacards.org/card/keloid_disorder,,,,
1.50,Aids Dementia Complex,"Neuronal diseases, Immune diseases, Mental diseases, Infectious diseases, Rare diseases",6,1,TNF,https://www.malacards.org/card/aids_dementia_complex,,,,
1.50,Anorectal Stricture,Gastrointestinal diseases,6,1,TNF,https://www.malacards.org/card/anorectal_stricture,,,,
1.50,"Midface Hypoplasia, Hearing Impairment, Elliptocytosis, And Nephrocalcinosis","Nephrological diseases, Ear diseases, Genetic diseases",6,1,FZD2,https://www.malacards.org/card/midface_hypoplasia_hearing_impairment_elliptocytosis_and_nephrocalcinosis,,,,
1.50,Distichiasis,"Endocrine diseases, Eye diseases, Rare diseases, Fetal diseases",6,1,CDH1,https://www.malacards.org/card/distichiasis,,,,
1.50,Lujo Hemorrhagic Fever,"Infectious diseases, Rare diseases",6,1,GTPBP1,https://www.malacards.org/card/lujo_hemorrhagic_fever,,,,
1.50,Thyroid Gland Mucoepidermoid Carcinoma,"Endocrine diseases, Cancer diseases",6,1,TCF4,https://www.malacards.org/card/thyroid_gland_mucoepidermoid_carcinoma,,,,
1.50,Nasal Cavity Lymphoma,"Blood diseases, Immune diseases, Respiratory diseases, Cancer diseases",6,1,CCDC39,https://www.malacards.org/card/nasal_cavity_lymphoma,,,,
1.50,Penis Basal Cell Carcinoma,"Skin diseases, Reproductive diseases, Cancer diseases",6,1,CDH1,https://www.malacards.org/card/penis_basal_cell_carcinoma,,,,
1.50,Rheumatoid Vasculitis,"Bone diseases, Cardiovascular diseases, Rare diseases",7,1,TNF,https://www.malacards.org/card/rheumatoid_vasculitis,,,,
1.50,Verrucous Papilloma,Cancer diseases,7,1,CCDC39,https://www.malacards.org/card/verrucous_papilloma,,,,
1.50,Fungal Gastritis,"Gastrointestinal diseases, Infectious diseases",7,1,CDH1,https://www.malacards.org/card/fungal_gastritis,,,,
1.50,Acute Graft Versus Host Disease,"Blood diseases, Gastrointestinal diseases, Liver diseases, Skin diseases, Immune diseases, Genetic diseases, Rare diseases",7,1,TNF,https://www.malacards.org/card/acute_graft_versus_host_disease,,,,
1.50,Mycobacterium Kansasii,Rare diseases,7,1,CXCL8,https://www.malacards.org/card/mycobacterium_kansasii,,,,
1.47,"Night Blindness, Congenital Stationary, Type 1c","Neuronal diseases, Mental diseases, Eye diseases, Genetic diseases, Rare diseases",6,1,CABP4,https://www.malacards.org/card/night_blindness_congenital_stationary_type_1c,,,,
1.46,Giant Axonal Neuropathy 1,"Neuronal diseases, Muscle diseases, Cardiovascular diseases, Genetic diseases, Rare diseases",7,1,PCYT2,https://www.malacards.org/card/giant_axonal_neuropathy_1_2,,,,
1.46,Retinitis Pigmentosa 62,"Bone diseases, Neuronal diseases, Nephrological diseases, Liver diseases, Eye diseases, Ear diseases, Genetic diseases, Rare diseases",7,1,NOTCH2NLA,https://www.malacards.org/card/retinitis_pigmentosa_62,,,,
1.46,"Spastic Paraplegia 83, Autosomal Recessive","Neuronal diseases, Nephrological diseases, Gastrointestinal diseases, Skin diseases, Oral diseases, Mental diseases, Muscle diseases, Eye diseases, Respiratory diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases",7,1,PCYT2,https://www.malacards.org/card/spastic_paraplegia_83_autosomal_recessive,,,,
1.46,Retinal Cone Dystrophy 4,"Neuronal diseases, Eye diseases, Genetic diseases, Rare diseases",7,1,CABP4,https://www.malacards.org/card/retinal_cone_dystrophy_4,,,,
1.46,Mycobacterium Marinum,Rare diseases,8,1,CXCL8,https://www.malacards.org/card/mycobacterium_marinum,,,,
1.46,Balantidiasis,"Gastrointestinal diseases, Immune diseases, Respiratory diseases, Infectious diseases, Rare diseases",8,1,CLASP1,https://www.malacards.org/card/balantidiasis,,,,
1.46,Gastric Signet Ring Cell Adenocarcinoma,"Gastrointestinal diseases, Cancer diseases",8,1,CDH1,https://www.malacards.org/card/gastric_signet_ring_cell_adenocarcinoma,,,,
1.46,Hypopigmentation Of Eyelid,"Skin diseases, Eye diseases",8,1,SLC45A4,https://www.malacards.org/card/hypopigmentation_of_eyelid,,,,
1.46,Brazilian Hemorrhagic Fever,"Infectious diseases, Rare diseases",8,1,GTPBP1,https://www.malacards.org/card/brazilian_hemorrhagic_fever,,,,
1.46,Echinostomiasis,"Gastrointestinal diseases, Infectious diseases",8,1,SNAI1,https://www.malacards.org/card/echinostomiasis,,,,
1.46,Infectious Anterior Uveitis,"Neuronal diseases, Immune diseases, Eye diseases, Cardiovascular diseases, Rare diseases",8,1,TNF,https://www.malacards.org/card/infectious_anterior_uveitis,,,,
1.45,Alzheimer Disease 5,"Neuronal diseases, Oral diseases, Mental diseases, Cardiovascular diseases, Genetic diseases, Rare diseases",8,1,SNAP25,https://www.malacards.org/card/alzheimer_disease_5_2,,,,
1.43,"Fibromatosis, Gingival, 1","Oral diseases, Genetic diseases, Rare diseases",7,1,MMP2,https://www.malacards.org/card/fibromatosis_gingival_1,,,,
1.43,Type 1 Diabetes Mellitus 23,"Endocrine diseases, Immune diseases, Metabolic diseases, Genetic diseases, Rare diseases",8,1,TNF,https://www.malacards.org/card/type_1_diabetes_mellitus_23,,,,
1.42,"Arthrogryposis, Distal, Type 1b","Neuronal diseases, Oral diseases, Mental diseases, Muscle diseases, Eye diseases, Smell/Taste diseases, Ear diseases, Genetic diseases, Rare diseases, Fetal diseases",8,1,SOX6,https://www.malacards.org/card/arthrogryposis_distal_type_1b,,,,
