Score,Name,Disease categories,# Total Genes,# Matched Genes,Matched Genes (Symbols),Evidence URL,Genetic Associations,Matched Genes for Genetic Associations,Diferentially Expressed Genes in Tissue Samples,Genes Matched to Differentially Expressed Genes
1.46,Acute Myeloid Leukemia With Mutated Cebpa,"Blood diseases, Genetic diseases, Cancer diseases",8,1,TERT,https://www.malacards.org/card/acute_myeloid_leukemia_with_mutated_cebpa,,,,
1.46,Papillary Squamous Carcinoma,"Skin diseases, Cancer diseases",8,1,EGFR,https://www.malacards.org/card/papillary_squamous_carcinoma,,,,
1.45,Alzheimer Disease 5,"Neuronal diseases, Oral diseases, Mental diseases, Cardiovascular diseases, Genetic diseases, Rare diseases",8,1,SNAP25,https://www.malacards.org/card/alzheimer_disease_5_2,,,,
1.45,Cone-Rod Dystrophy 2,"Neuronal diseases, Eye diseases, Genetic diseases, Rare diseases",468,2,"GRK7, NFATC2IP",https://www.malacards.org/card/cone_rod_dystrophy_2,,,,
1.44,"Basal Cell Carcinoma, Multiple","Skin diseases, Mental diseases, Respiratory diseases, Genetic diseases, Rare diseases, Cancer diseases",5,1,CYP1A1,https://www.malacards.org/card/basal_cell_carcinoma_multiple,,,,
1.44,"46,Xx Sex Reversal 3","Bone diseases, Reproductive diseases, Endocrine diseases, Genetic diseases, Rare diseases, Fetal diseases",8,1,HYPK,https://www.malacards.org/card/46xx_sex_reversal_3_2,,,,
1.43,"Fibromatosis, Gingival, 1","Oral diseases, Genetic diseases, Rare diseases",7,1,MMP2,https://www.malacards.org/card/fibromatosis_gingival_1,,,,
1.42,Retinitis Pigmentosa 32,"Nephrological diseases, Liver diseases, Bone diseases, Neuronal diseases, Eye diseases, Ear diseases, Genetic diseases, Rare diseases",8,1,OLAH,https://www.malacards.org/card/retinitis_pigmentosa_32,,,,
1.42,Familial Adenomatous Polyposis 3,"Gastrointestinal diseases, Skin diseases, Bone diseases, Neuronal diseases, Genetic diseases, Rare diseases, Cancer diseases",8,1,NQO2,https://www.malacards.org/card/familial_adenomatous_polyposis_3,,,,
1.42,Thrombophilia Due To Thrombomodulin Defect,"Bone diseases, Immune diseases, Blood diseases, Cardiovascular diseases, Respiratory diseases, Genetic diseases, Rare diseases",8,1,MMP9,https://www.malacards.org/card/thrombophilia_due_to_thrombomodulin_defect,,,,
1.42,"Mitochondrial Complex I Deficiency, Nuclear Type 33","Metabolic diseases, Genetic diseases",8,1,MPPED1,https://www.malacards.org/card/mitochondrial_complex_i_deficiency_nuclear_type_33,,,,
1.42,"Fanconi Anemia, Complementation Group U","Nephrological diseases, Skin diseases, Bone diseases, Immune diseases, Blood diseases, Neuronal diseases, Mental diseases, Genetic diseases, Rare diseases, Cancer diseases, Fetal diseases",8,1,FANCA,https://www.malacards.org/card/fanconi_anemia_complementation_group_u_2,,,,
1.42,Oguchi Disease 1,"Neuronal diseases, Eye diseases, Genetic diseases, Rare diseases",8,1,GRK7,https://www.malacards.org/card/oguchi_disease_1,,,,
1.42,"Albinism, Oculocutaneous, Type Ia","Skin diseases, Neuronal diseases, Eye diseases, Metabolic diseases, Genetic diseases, Rare diseases",8,1,TYRP1,https://www.malacards.org/card/albinism_oculocutaneous_type_ia,,,,
1.42,Frontal Lobe Neoplasm,"Neuronal diseases, Cancer diseases",9,1,EGFR,https://www.malacards.org/card/frontal_lobe_neoplasm,,,,
1.42,Esophagus Verrucous Carcinoma,"Gastrointestinal diseases, Cancer diseases",9,1,EGFR,https://www.malacards.org/card/esophagus_verrucous_carcinoma,,,,
1.42,Esophageal Atresia/Tracheoesophageal Fistula,"Gastrointestinal diseases, Respiratory diseases",9,1,METTL22,https://www.malacards.org/card/esophageal_atresia_tracheoesophageal_fistula,,,,
1.42,Parasagittal Meningioma,"Neuronal diseases, Cancer diseases",9,1,TERT,https://www.malacards.org/card/parasagittal_meningioma,,,,
1.42,Hypoaldosteronism,"Endocrine diseases, Genetic diseases, Rare diseases",9,1,RMND1,https://www.malacards.org/card/hypoaldosteronism,,,,
1.42,Supratentorial Meningioma,"Neuronal diseases, Cancer diseases",9,1,TERT,https://www.malacards.org/card/supratentorial_meningioma,,,,
1.42,Benign Breast Adenomyoepithelioma,Cancer diseases,9,1,EGFR,https://www.malacards.org/card/benign_breast_adenomyoepithelioma,,,,
1.42,Abdominal Obesity-Metabolic Syndrome 3,"Endocrine diseases, Blood diseases, Cardiovascular diseases, Metabolic diseases, Genetic diseases, Rare diseases",205,3,"MFAP2, MYO1F, CYB5A",https://www.malacards.org/card/abdominal_obesity_metabolic_syndrome_3,,,Adipose,"CYB5A, MFAP2, MYO1F"
1.42,Fundus Dystrophy,"Neuronal diseases, Eye diseases",554,2,"GRK7, SLC7A14",https://www.malacards.org/card/fundus_dystrophy,,,,
1.41,Winchester Syndrome,"Skin diseases, Bone diseases, Genetic diseases, Rare diseases",14,1,MMP2,https://www.malacards.org/card/winchester_syndrome,,,,
1.39,"Cortical Dysplasia, Complex, With Other Brain Malformations 2","Muscle diseases, Neuronal diseases, Mental diseases, Eye diseases, Genetic diseases, Rare diseases, Fetal diseases",9,1,RMND1,https://www.malacards.org/card/cortical_dysplasia_complex_with_other_brain_malformations_2,,,,
1.39,Developmental And Epileptic Encephalopathy 26,"Liver diseases, Muscle diseases, Neuronal diseases, Oral diseases, Mental diseases, Eye diseases, Respiratory diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases, Cancer diseases, Fetal diseases",9,1,ESYT1,https://www.malacards.org/card/developmental_and_epileptic_encephalopathy_26,,,,
1.39,"Pontocerebellar Hypoplasia, Type 11","Muscle diseases, Blood diseases, Neuronal diseases, Mental diseases, Eye diseases, Respiratory diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",9,1,VPS53,https://www.malacards.org/card/pontocerebellar_hypoplasia_type_11,,,,
1.39,Noonan Syndrome-Like Disorder With Loose Anagen Hair 2,"Skin diseases, Neuronal diseases, Eye diseases, Cardiovascular diseases, Ear diseases, Genetic diseases, Rare diseases, Fetal diseases",9,1,VPS53,https://www.malacards.org/card/noonan_syndrome_like_disorder_with_loose_anagen_hair_2,,,,
1.39,"Arthrogryposis, Renal Dysfunction, And Cholestasis 2","Nephrological diseases, Liver diseases, Skin diseases, Blood diseases, Neuronal diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",9,1,TNKS2,https://www.malacards.org/card/arthrogryposis_renal_dysfunction_and_cholestasis_2,,,,
1.39,Combat Disorder,"Neuronal diseases, Mental diseases",10,1,DDI2,https://www.malacards.org/card/combat_disorder,,,,
1.39,Cerebral Convexity Meningioma,"Neuronal diseases, Cancer diseases",10,1,TERT,https://www.malacards.org/card/cerebral_convexity_meningioma,,,,
1.39,Autosomal Dominant Nonsyndromic Deafness 78,"Neuronal diseases, Cardiovascular diseases, Ear diseases, Genetic diseases, Rare diseases, Fetal diseases",10,1,PCNX2,https://www.malacards.org/card/autosomal_dominant_nonsyndromic_deafness_78,,,,
1.39,Bladder Small Cell Carcinoma,"Nephrological diseases, Endocrine diseases, Neuronal diseases, Rare diseases, Cancer diseases",10,1,TERT,https://www.malacards.org/card/bladder_small_cell_carcinoma,,,,
1.39,Humeroradial Synostosis,"Bone diseases, Rare diseases, Fetal diseases",10,1,CYB5A,https://www.malacards.org/card/humeroradial_synostosis,,,,
1.39,Idh-Mutant Anaplastic Astrocytoma,"Neuronal diseases, Cancer diseases",10,1,TERT,https://www.malacards.org/card/idh_mutant_anaplastic_astrocytoma,,,,
1.39,Granulocytopenia,"Immune diseases, Blood diseases, Rare diseases",10,1,NQO2,https://www.malacards.org/card/granulocytopenia,,,,
1.39,Paranasal Sinus Lymphoma,"Immune diseases, Blood diseases, Respiratory diseases, Cancer diseases",10,1,MLLT1,https://www.malacards.org/card/paranasal_sinus_lymphoma,,,,
1.39,"Hyperhidrosis, Gustatory","Neuronal diseases, Rare diseases",10,1,SNAP25,https://www.malacards.org/card/hyperhidrosis_gustatory,,,,
1.39,Thyroid Sarcoma,"Endocrine diseases, Cancer diseases",10,1,TERT,https://www.malacards.org/card/thyroid_sarcoma,,,,
1.39,Intraventricular Meningioma,"Neuronal diseases, Cancer diseases",10,1,TERT,https://www.malacards.org/card/intraventricular_meningioma,,,,
1.39,Urethra Transitional Cell Carcinoma,Cancer diseases,10,1,EGFR,https://www.malacards.org/card/urethra_transitional_cell_carcinoma,,,,
1.39,Tall Cell Variant Papillary Carcinoma,"Endocrine diseases, Cancer diseases",10,1,TERT,https://www.malacards.org/card/tall_cell_variant_papillary_carcinoma,,,,
1.39,Tabes Dorsalis,"Nephrological diseases, Neuronal diseases, Mental diseases, Infectious diseases",10,1,PCNX2,https://www.malacards.org/card/tabes_dorsalis,,,,
1.36,Bartter Disease Type 4a,"Nephrological diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",10,1,RMND1,https://www.malacards.org/card/bartter_disease_type_4a,,,,
1.36,"Tremor, Hereditary Essential, 1","Muscle diseases, Neuronal diseases, Oral diseases, Metabolic diseases, Genetic diseases, Rare diseases",10,1,KCNS2,https://www.malacards.org/card/tremor_hereditary_essential_1_2,,,,
1.36,"Intellectual Developmental Disorder, Autosomal Dominant 52","Gastrointestinal diseases, Nephrological diseases, Liver diseases, Bone diseases, Endocrine diseases, Neuronal diseases, Oral diseases, Mental diseases, Eye diseases, Cardiovascular diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",10,1,NRXN1,https://www.malacards.org/card/intellectual_developmental_disorder_autosomal_dominant_52,,,,
1.36,Immunodeficiency 63 With Lymphoproliferation And Autoimmunity,"Gastrointestinal diseases, Skin diseases, Immune diseases, Genetic diseases, Infectious diseases",10,1,HARBI1,https://www.malacards.org/card/immunodeficiency_63_with_lymphoproliferation_and_autoimmunity,,,,
1.36,Palindromic Rheumatism,"Bone diseases, Rare diseases",11,1,SEC14L3,https://www.malacards.org/card/palindromic_rheumatism,,,,
1.36,"Polyposis, Skin Pigmentation, Alopecia, And Fingernail Changes","Gastrointestinal diseases, Skin diseases, Rare diseases, Fetal diseases",11,1,GXYLT1,https://www.malacards.org/card/polyposis_skin_pigmentation_alopecia_and_fingernail_changes,,,,
1.36,Pancreatic Serous Cystadenoma,"Gastrointestinal diseases, Endocrine diseases, Cancer diseases",11,1,ELOC,https://www.malacards.org/card/pancreatic_serous_cystadenoma,,,,
1.36,Intratubular Embryonal Carcinoma,"Reproductive diseases, Endocrine diseases, Cancer diseases, Fetal diseases",11,1,MMP9,https://www.malacards.org/card/intratubular_embryonal_carcinoma,,,,
1.36,Idh-Wildtype Anaplastic Astrocytoma,"Neuronal diseases, Cancer diseases",11,1,TERT,https://www.malacards.org/card/idh_wildtype_anaplastic_astrocytoma,,,,
1.36,Acute Promyelocytic Leukemia With Pml-Rara,"Blood diseases, Cancer diseases",11,1,MLLT1,https://www.malacards.org/card/acute_promyelocytic_leukemia_with_pml_rara,,,,
1.36,Filamentary Keratitis,Neuronal diseases,11,1,MMP9,https://www.malacards.org/card/filamentary_keratitis,,,,
1.36,Spinal Cord Injury,"Neuronal diseases, Rare diseases",11,1,MMP9,https://www.malacards.org/card/spinal_cord_injury,,,,
1.36,Cystitis Cystica,,11,1,TERT,https://www.malacards.org/card/cystitis_cystica,,,,
1.36,Adenosquamous Lung Carcinoma,"Respiratory diseases, Cancer diseases",11,1,EGFR,https://www.malacards.org/card/adenosquamous_lung_carcinoma,,,,
1.36,Heart Leiomyosarcoma,"Cardiovascular diseases, Cancer diseases",11,1,EGFR,https://www.malacards.org/card/heart_leiomyosarcoma,,,,
1.36,Descending Colon Cancer,"Gastrointestinal diseases, Cancer diseases",11,1,RPS16,https://www.malacards.org/card/descending_colon_cancer,,,,
1.36,Cork-Handlers' Disease,"Immune diseases, Respiratory diseases",11,1,CYP1A1,https://www.malacards.org/card/cork_handlers_disease,,,,
1.35,"Cardiomyopathy, Familial Restrictive, 2","Blood diseases, Cardiovascular diseases, Respiratory diseases, Genetic diseases, Rare diseases",11,1,FEM1C,https://www.malacards.org/card/cardiomyopathy_familial_restrictive_2,,,,
1.34,"Fanconi Anemia, Complementation Group T","Nephrological diseases, Skin diseases, Bone diseases, Immune diseases, Blood diseases, Neuronal diseases, Mental diseases, Genetic diseases, Rare diseases, Cancer diseases, Fetal diseases",11,1,FANCA,https://www.malacards.org/card/fanconi_anemia_complementation_group_t,,,,
1.34,"Albinism, Oculocutaneous, Type Ib","Skin diseases, Neuronal diseases, Eye diseases, Metabolic diseases, Genetic diseases, Rare diseases",11,1,TYRP1,https://www.malacards.org/card/albinism_oculocutaneous_type_ib,,,,
1.34,Multiple Mitochondrial Dysfunctions Syndrome 3,"Neuronal diseases, Oral diseases, Mental diseases, Eye diseases, Respiratory diseases, Metabolic diseases, Genetic diseases, Rare diseases",11,1,ISCA2,https://www.malacards.org/card/multiple_mitochondrial_dysfunctions_syndrome_3,,,,
1.34,Combined Oxidative Phosphorylation Deficiency 43,"Metabolic diseases, Genetic diseases",11,1,ISCA2,https://www.malacards.org/card/combined_oxidative_phosphorylation_deficiency_43,,,,
1.34,Neu-Laxova Syndrome 2,"Skin diseases, Neuronal diseases, Eye diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",11,1,MSRB2,https://www.malacards.org/card/neu_laxova_syndrome_2,,,,
1.33,Anterior Cranial Fossa Meningioma,"Neuronal diseases, Cancer diseases",12,1,TERT,https://www.malacards.org/card/anterior_cranial_fossa_meningioma,,,,
1.33,Angiomatous Meningioma,"Neuronal diseases, Cancer diseases",12,1,TERT,https://www.malacards.org/card/angiomatous_meningioma,,,,
1.33,Corpus Luteum Cyst,"Reproductive diseases, Endocrine diseases, Blood diseases",12,1,TXNDC12,https://www.malacards.org/card/corpus_luteum_cyst,,,,
1.33,Alzheimer Disease 8,"Neuronal diseases, Oral diseases, Mental diseases, Cardiovascular diseases, Genetic diseases, Rare diseases",12,1,WWC1,https://www.malacards.org/card/alzheimer_disease_8,,,,
1.33,Keratosis Pilaris Atrophicans Faciei,"Skin diseases, Eye diseases, Genetic diseases",12,1,EGFR,https://www.malacards.org/card/keratosis_pilaris_atrophicans_faciei,,,,
1.33,Acneiform Dermatitis,Skin diseases,12,1,EGFR,https://www.malacards.org/card/acneiform_dermatitis,,,,
1.33,Ocular Hypotension,"Neuronal diseases, Eye diseases",12,1,PDE4C,https://www.malacards.org/card/ocular_hypotension,,,,
1.33,Malignant Struma Ovarii,"Reproductive diseases, Endocrine diseases, Cancer diseases",12,1,TERT,https://www.malacards.org/card/malignant_struma_ovarii,,,,
1.33,Discitis,,12,1,TXNDC12,https://www.malacards.org/card/discitis,,,,
1.33,Transient Tic Disorder,"Neuronal diseases, Oral diseases, Mental diseases",12,1,NRXN1,https://www.malacards.org/card/transient_tic_disorder,,,,
1.33,Post-Vaccinal Encephalitis,"Immune diseases, Neuronal diseases",12,1,DNAJB14,https://www.malacards.org/card/post_vaccinal_encephalitis,,,,
1.33,Neonatal Leukemia,"Blood diseases, Cancer diseases",12,1,MLLT1,https://www.malacards.org/card/neonatal_leukemia,,,,
1.33,Conjunctival Nevus,"Neuronal diseases, Cancer diseases",12,1,TERT,https://www.malacards.org/card/conjunctival_nevus,,,,
1.33,Postinfectious Encephalitis,"Immune diseases, Neuronal diseases",12,1,ISCA2,https://www.malacards.org/card/postinfectious_encephalitis,,,,
1.33,Cerebral Meningioma,"Neuronal diseases, Cancer diseases",12,1,TERT,https://www.malacards.org/card/cerebral_meningioma,,,,
1.32,Chromosome 4q21 Deletion Syndrome,"Genetic diseases, Rare diseases, Fetal diseases",12,1,PCNX2,https://www.malacards.org/card/chromosome_4q21_deletion_syndrome,,,,
1.32,Dengue Hemorrhagic Fever,"Blood diseases, Infectious diseases",428,2,"GRAMD1C, SPC25",https://www.malacards.org/card/dengue_hemorrhagic_fever,,,Blood,"GRAMD1C, SPC25"
1.31,"Amed Syndrome, Digenic","Bone diseases, Immune diseases, Blood diseases, Neuronal diseases, Mental diseases, Genetic diseases, Rare diseases, Fetal diseases",11,1,FANCA,https://www.malacards.org/card/amed_syndrome_digenic,,,,
1.31,Cowden Syndrome 7,"Gastrointestinal diseases, Skin diseases, Neuronal diseases, Cardiovascular diseases, Genetic diseases, Rare diseases, Cancer diseases, Fetal diseases",11,1,MAN2B2,https://www.malacards.org/card/cowden_syndrome_7,,,,
1.31,Developmental And Epileptic Encephalopathy 87,"Liver diseases, Muscle diseases, Neuronal diseases, Oral diseases, Mental diseases, Eye diseases, Respiratory diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases, Cancer diseases, Fetal diseases",11,1,MED12L,https://www.malacards.org/card/developmental_and_epileptic_encephalopathy_87,,,,
1.31,"Fanconi Anemia, Complementation Group B","Nephrological diseases, Skin diseases, Bone diseases, Immune diseases, Blood diseases, Neuronal diseases, Mental diseases, Genetic diseases, Rare diseases, Cancer diseases, Fetal diseases",12,1,FANCA,https://www.malacards.org/card/fanconi_anemia_complementation_group_b,,,,
1.31,"Spastic Paraplegia 53, Autosomal Recessive","Gastrointestinal diseases, Nephrological diseases, Skin diseases, Muscle diseases, Neuronal diseases, Oral diseases, Mental diseases, Eye diseases, Respiratory diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases",12,1,VPS28,https://www.malacards.org/card/spastic_paraplegia_53_autosomal_recessive,,,,
1.31,Cataract 38,"Nephrological diseases, Neuronal diseases, Oral diseases, Mental diseases, Eye diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",12,1,ISCA2,https://www.malacards.org/card/cataract_38,,,,
1.31,"Tremor, Hereditary Essential, 4","Muscle diseases, Neuronal diseases, Oral diseases, Metabolic diseases, Genetic diseases, Rare diseases",12,1,KCNS2,https://www.malacards.org/card/tremor_hereditary_essential_4_2,,,,
1.31,Multiple Mitochondrial Dysfunctions Syndrome 1,"Neuronal diseases, Oral diseases, Mental diseases, Eye diseases, Respiratory diseases, Metabolic diseases, Genetic diseases, Rare diseases",12,1,ISCA2,https://www.malacards.org/card/multiple_mitochondrial_dysfunctions_syndrome_1,,,,
1.31,Diamond-Blackfan Anemia 4,"Bone diseases, Immune diseases, Blood diseases, Neuronal diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",12,1,FAM227A,https://www.malacards.org/card/diamond_blackfan_anemia_4,,,,
1.31,"Erythrocytosis, Familial, 4","Blood diseases, Metabolic diseases, Genetic diseases, Rare diseases, Cancer diseases",12,1,ELOC,https://www.malacards.org/card/erythrocytosis_familial_4,,,,
1.31,"Tremor, Hereditary Essential, 5","Muscle diseases, Neuronal diseases, Oral diseases, Metabolic diseases, Genetic diseases, Rare diseases",12,1,KCNS2,https://www.malacards.org/card/tremor_hereditary_essential_5,,,,
1.31,Sarcosinemia,"Nephrological diseases, Blood diseases, Neuronal diseases, Metabolic diseases, Genetic diseases, Rare diseases",12,1,KLHL8,https://www.malacards.org/card/sarcosinemia,,,,
1.31,Leukoplakia,"Reproductive diseases, Oral diseases, Rare diseases, Cancer diseases",13,1,CYP1A1,https://www.malacards.org/card/leukoplakia,,,,
